Data_Set_Name,Algorithm_Name,Measure,Value
RERANKED,RankNet,rKL,0.177781594825392
RERANKED,RankNet,DTR,0.896430088058
RERANKED,RankNet,DIR,0.736903686228
RERANKED,RankNet,FairnessAtK,0.389
